"ORDEN,""IPAT"",""FECHA"",""AÑO"",""MES"",""DIA"",""GRAVEDAD"""
"250,""A000575717"",""2017-11-10T00:00:00.000"",""2017"",""11"",""viernes"",""SOLO DAÑOS"""
"251,""A000575705"",""2017-11-10T00:00:00.000"",""2017"",""11"",""viernes"",""SOLO DAÑOS"""
"252,""A000575710"",""2017-11-10T00:00:00.000"",""2017"",""11"",""viernes"",""CON HERIDOS"""
"253,""A000575715"",""2017-11-10T00:00:00.000"",""2017"",""11"",""viernes"",""CON HERIDOS"""
"254,""A000575708"",""2017-11-10T00:00:00.000"",""2017"",""11"",""viernes"",""SOLO DAÑOS"""
"255,""A000575704"",""2017-11-10T00:00:00.000"",""2017"",""11"",""viernes"",""SOLO DAÑOS"""
"256,""A000575714"",""2017-11-10T00:00:00.000"",""2017"",""11"",""viernes"",""CON HERIDOS"""
"257,""A000575707"",""2017-11-10T00:00:00.000"",""2017"",""11"",""viernes"",""CON HERIDOS"""
"258,""A000575716"",""2017-11-10T00:00:00.000"",""2017"",""11"",""viernes"",""SOLO DAÑOS"""
"259,""A000575706"",""2017-11-10T00:00:00.000"",""2017"",""11"",""viernes"",""CON MUERTOS"""
"260,""A000575722"",""2017-11-14T00:00:00.000"",""2017"",""11"",""martes"",""SOLO DAÑOS"""
"261,""A000575711"",""2017-11-14T00:00:00.000"",""2017"",""11"",""martes"",""SOLO DAÑOS"""
"262,""A000575712"",""2017-11-14T00:00:00.000"",""2017"",""11"",""martes"",""SOLO DAÑOS"""
"263,""A000575732"",""2017-12-19T00:00:00.000"",""2017"",""12"",""martes"",""CON HERIDOS"""
"264,""A000575701"",""2018-01-16T00:00:00.000"",""2018"",""1"",""martes"",""SOLO DAÑOS"""
"265,""A000575719"",""2018-01-16T00:00:00.000"",""2018"",""1"",""martes"",""SOLO DAÑOS"""
"266,""A000575702"",""2018-01-16T00:00:00.000"",""2018"",""1"",""martes"",""SOLO DAÑOS"""
"267,""A000575700"",""2018-01-16T00:00:00.000"",""2018"",""1"",""martes"",""SOLO DAÑOS"""
"268,""A000575725"",""2018-01-16T00:00:00.000"",""2018"",""1"",""martes"",""CON HERIDOS"""
"269,""A000575673"",""2018-01-16T00:00:00.000"",""2018"",""1"",""martes"",""CON HERIDOS"""
"270,""A000575718"",""2018-01-16T00:00:00.000"",""2018"",""1"",""martes"",""SOLO DAÑOS"""
"271,""A000575724"",""2018-01-16T00:00:00.000"",""2018"",""1"",""martes"",""SOLO DAÑOS"""
"272,""A000575730"",""2018-01-17T00:00:00.000"",""2018"",""1"",""miércoles"",""CON HERIDOS"""
"273,""A000575699"",""2018-01-17T00:00:00.000"",""2018"",""1"",""miércoles"",""SOLO DAÑOS"""
"274,""A000575731"",""2018-01-17T00:00:00.000"",""2018"",""1"",""miércoles"",""CON HERIDOS"""
"275,""A000575674"",""2018-01-17T00:00:00.000"",""2018"",""1"",""miércoles"",""CON HERIDOS"""
"276,""A000575742"",""2018-01-17T00:00:00.000"",""2018"",""1"",""miércoles"",""CON HERIDOS"""
"277,""A000575729"",""2018-01-17T00:00:00.000"",""2018"",""1"",""miércoles"",""CON HERIDOS"""
"278,""A000575737"",""2018-01-17T00:00:00.000"",""2018"",""1"",""miércoles"",""CON HERIDOS"""
"279,""A000575727"",""2018-01-17T00:00:00.000"",""2018"",""1"",""miércoles"",""SOLO DAÑOS"""
"280,""A000575740"",""2018-01-17T00:00:00.000"",""2018"",""1"",""miércoles"",""CON HERIDOS"""
"281,""A000575743"",""2018-01-17T00:00:00.000"",""2018"",""1"",""miércoles"",""CON HERIDOS"""
"282,""A000575728"",""2018-01-17T00:00:00.000"",""2018"",""1"",""miércoles"",""CON HERIDOS"""
"283,""A000575675"",""2018-01-17T00:00:00.000"",""2018"",""1"",""miércoles"",""CON HERIDOS"""
"284,""A000575735"",""2018-01-18T00:00:00.000"",""2018"",""1"",""jueves"",""SOLO DAÑOS"""
"285,""A000575736"",""2018-01-18T00:00:00.000"",""2018"",""1"",""jueves"",""CON HERIDOS"""
"286,""A000575744"",""2018-01-18T00:00:00.000"",""2018"",""1"",""jueves"",""CON HERIDOS"""
"287,""A000575747"",""2018-01-18T00:00:00.000"",""2018"",""1"",""jueves"",""SOLO DAÑOS"""
"288,""A000575741"",""2018-01-18T00:00:00.000"",""2018"",""1"",""jueves"",""CON HERIDOS"""
"289,""A000575745"",""2018-01-18T00:00:00.000"",""2018"",""1"",""jueves"",""CON HERIDOS"""
"290,""A000575734"",""2018-01-18T00:00:00.000"",""2018"",""1"",""jueves"",""SOLO DAÑOS"""
"291,""A000575746"",""2018-01-18T00:00:00.000"",""2018"",""1"",""jueves"",""SOLO DAÑOS"""
"292,""A000575733"",""2018-01-18T00:00:00.000"",""2018"",""1"",""jueves"",""CON HERIDOS"""
"293,""A000575752"",""2018-01-19T00:00:00.000"",""2018"",""1"",""viernes"",""SOLO DAÑOS"""
"294,""A000575757"",""2018-01-19T00:00:00.000"",""2018"",""1"",""viernes"",""SOLO DAÑOS"""
"295,""A000575753"",""2018-01-19T00:00:00.000"",""2018"",""1"",""viernes"",""SOLO DAÑOS"""
"296,""A000575765"",""2018-01-25T00:00:00.000"",""2018"",""1"",""jueves"",""CON HERIDOS"""
"297,""A000575768"",""2018-01-25T00:00:00.000"",""2018"",""1"",""jueves"",""CON HERIDOS"""
"298,""A000575748"",""2018-01-25T00:00:00.000"",""2018"",""1"",""jueves"",""SOLO DAÑOS"""
"299,""A000575766"",""2018-01-25T00:00:00.000"",""2018"",""1"",""jueves"",""CON HERIDOS"""
"300,""A000575759"",""2018-01-25T00:00:00.000"",""2018"",""1"",""jueves"",""CON HERIDOS"""
"301,""A000575754"",""2018-01-25T00:00:00.000"",""2018"",""1"",""jueves"",""SOLO DAÑOS"""
"302,""A000575726"",""2018-01-25T00:00:00.000"",""2018"",""1"",""jueves"",""SOLO DAÑOS"""
"303,""A000575758"",""2018-01-26T00:00:00.000"",""2018"",""1"",""viernes"",""CON HERIDOS"""
"304,""A000575774"",""2018-01-26T00:00:00.000"",""2018"",""1"",""viernes"",""CON HERIDOS"""
"305,""A000575760"",""2018-01-26T00:00:00.000"",""2018"",""1"",""viernes"",""CON MUERTOS"""
"306,""A000575773"",""2018-01-26T00:00:00.000"",""2018"",""1"",""viernes"",""CON HERIDOS"""
"307,""A000575749"",""2018-01-26T00:00:00.000"",""2018"",""1"",""viernes"",""SOLO DAÑOS"""
"308,""A000575750"",""2018-01-26T00:00:00.000"",""2018"",""1"",""viernes"",""CON HERIDOS"""
"309,""A000575786"",""2018-01-26T00:00:00.000"",""2018"",""1"",""viernes"",""CON HERIDOS"""
"310,""A000575756"",""2018-01-26T00:00:00.000"",""2018"",""1"",""viernes"",""CON HERIDOS"""
"311,""A000575764"",""2018-01-26T00:00:00.000"",""2018"",""1"",""viernes"",""CON HERIDOS"""
"312,""A000575763"",""2018-01-26T00:00:00.000"",""2018"",""1"",""viernes"",""CON HERIDOS"""
"313,""A000575761"",""2018-01-26T00:00:00.000"",""2018"",""1"",""viernes"",""SOLO DAÑOS"""
"314,""A000575775"",""2018-01-26T00:00:00.000"",""2018"",""1"",""viernes"",""CON HERIDOS"""
"315,""A000575781"",""2018-01-26T00:00:00.000"",""2018"",""1"",""viernes"",""SOLO DAÑOS"""
"316,""A000575755"",""2018-01-26T00:00:00.000"",""2018"",""1"",""viernes"",""SOLO DAÑOS"""
"317,""A000575772"",""2018-01-26T00:00:00.000"",""2018"",""1"",""viernes"",""CON HERIDOS"""
"318,""A000575776"",""2018-02-05T00:00:00.000"",""2018"",""2"",""lunes"",""SOLO DAÑOS"""
"319,""A000575769"",""2018-02-05T00:00:00.000"",""2018"",""2"",""lunes"",""CON HERIDOS"""
"320,""A000575770"",""2018-02-05T00:00:00.000"",""2018"",""2"",""lunes"",""CON HERIDOS"""
"321,""A000575790"",""2018-02-05T00:00:00.000"",""2018"",""2"",""lunes"",""SOLO DAÑOS"""
"322,""A000575751"",""2018-02-05T00:00:00.000"",""2018"",""2"",""lunes"",""SOLO DAÑOS"""
"323,""A000575777"",""2018-02-05T00:00:00.000"",""2018"",""2"",""lunes"",""CON HERIDOS"""
"324,""A000575767"",""2018-02-05T00:00:00.000"",""2018"",""2"",""lunes"",""SOLO DAÑOS"""
"325,""A000575771"",""2018-02-05T00:00:00.000"",""2018"",""2"",""lunes"",""CON HERIDOS"""
"326,""A000575782"",""2018-02-06T00:00:00.000"",""2018"",""2"",""martes"",""SOLO DAÑOS"""
"327,""A000575738"",""2018-02-06T00:00:00.000"",""2018"",""2"",""martes"",""SOLO DAÑOS"""
"328,""A000575780"",""2018-02-06T00:00:00.000"",""2018"",""2"",""martes"",""CON HERIDOS"""
"329,""A000575778"",""2018-02-06T00:00:00.000"",""2018"",""2"",""martes"",""SOLO DAÑOS"""
"330,""A000575739"",""2018-02-06T00:00:00.000"",""2018"",""2"",""martes"",""SOLO DAÑOS"""
"331,""A000575779"",""2018-02-06T00:00:00.000"",""2018"",""2"",""martes"",""SOLO DAÑOS"""
"332,""A000575788"",""2018-02-06T00:00:00.000"",""2018"",""2"",""martes"",""SOLO DAÑOS"""
"333,""A000575798"",""2018-02-06T00:00:00.000"",""2018"",""2"",""martes"",""SOLO DAÑOS"""
"334,""A000575787"",""2018-02-06T00:00:00.000"",""2018"",""2"",""martes"",""SOLO DAÑOS"""
"335,""A000575807"",""2018-02-06T00:00:00.000"",""2018"",""2"",""martes"",""SOLO DAÑOS"""
"336,""A000575793"",""2018-02-06T00:00:00.000"",""2018"",""2"",""martes"",""CON HERIDOS"""
"337,""A000575762"",""2018-02-06T00:00:00.000"",""2018"",""2"",""martes"",""CON HERIDOS"""
"338,""A000575794"",""2018-02-07T00:00:00.000"",""2018"",""2"",""miércoles"",""CON HERIDOS"""
"339,""A000575791"",""2018-02-07T00:00:00.000"",""2018"",""2"",""miércoles"",""SOLO DAÑOS"""
"340,""A000575785"",""2018-02-07T00:00:00.000"",""2018"",""2"",""miércoles"",""CON HERIDOS"""
"341,""A000575784"",""2018-02-07T00:00:00.000"",""2018"",""2"",""miércoles"",""SOLO DAÑOS"""
"342,""A000575799"",""2018-02-07T00:00:00.000"",""2018"",""2"",""miércoles"",""CON HERIDOS"""
"343,""A000575789"",""2018-02-07T00:00:00.000"",""2018"",""2"",""miércoles"",""SOLO DAÑOS"""
"344,""A000575783"",""2018-02-07T00:00:00.000"",""2018"",""2"",""miércoles"",""SOLO DAÑOS"""
"345,""A000575792"",""2018-02-07T00:00:00.000"",""2018"",""2"",""miércoles"",""CON HERIDOS"""
"346,""A000575800"",""2018-02-07T00:00:00.000"",""2018"",""2"",""miércoles"",""SOLO DAÑOS"""
"347,""A000575796"",""2018-02-07T00:00:00.000"",""2018"",""2"",""miércoles"",""CON HERIDOS"""
"348,""A000575801"",""2018-02-07T00:00:00.000"",""2018"",""2"",""miércoles"",""SOLO DAÑOS"""
"349,""A000575795"",""2018-02-07T00:00:00.000"",""2018"",""2"",""miércoles"",""CON HERIDOS"""
"350,""A000575815"",""2018-02-08T00:00:00.000"",""2018"",""2"",""jueves"",""CON HERIDOS"""
"351,""A000575816"",""2018-02-08T00:00:00.000"",""2018"",""2"",""jueves"",""CON HERIDOS"""
"352,""A000575823"",""2018-02-08T00:00:00.000"",""2018"",""2"",""jueves"",""CON HERIDOS"""
"353,""A000575806"",""2018-02-08T00:00:00.000"",""2018"",""2"",""jueves"",""SOLO DAÑOS"""
"354,""A000575802"",""2018-02-08T00:00:00.000"",""2018"",""2"",""jueves"",""CON HERIDOS"""
"355,""A000575811"",""2018-02-08T00:00:00.000"",""2018"",""2"",""jueves"",""CON HERIDOS"""
"356,""A000575820"",""2018-02-08T00:00:00.000"",""2018"",""2"",""jueves"",""SOLO DAÑOS"""
"357,""A000575645"",""2018-03-26T00:00:00.000"",""2018"",""3"",""lunes"",""CON HERIDOS"""
"358,""A000575591"",""2018-03-26T00:00:00.000"",""2018"",""3"",""lunes"",""CON HERIDOS"""
"359,""A000575824"",""2018-04-02T00:00:00.000"",""2018"",""4"",""lunes"",""SOLO DAÑOS"""
"360,""A000575832"",""2018-04-02T00:00:00.000"",""2018"",""4"",""lunes"",""SOLO DAÑOS"""
"361,""A000575825"",""2018-04-02T00:00:00.000"",""2018"",""4"",""lunes"",""CON HERIDOS"""
"362,""A000575803"",""2018-04-02T00:00:00.000"",""2018"",""4"",""lunes"",""CON HERIDOS"""
"363,""A000575819"",""2018-04-02T00:00:00.000"",""2018"",""4"",""lunes"",""SOLO DAÑOS"""
"364,""A000575822"",""2018-04-02T00:00:00.000"",""2018"",""4"",""lunes"",""CON HERIDOS"""
"365,""A000575818"",""2018-04-02T00:00:00.000"",""2018"",""4"",""lunes"",""CON HERIDOS"""
"366,""A000575821"",""2018-04-02T00:00:00.000"",""2018"",""4"",""lunes"",""SOLO DAÑOS"""
"367,""A000575817"",""2018-04-02T00:00:00.000"",""2018"",""4"",""lunes"",""CON HERIDOS"""
"368,""A000575837"",""2018-04-02T00:00:00.000"",""2018"",""4"",""lunes"",""SOLO DAÑOS"""
"369,""A000575797"",""2018-04-02T00:00:00.000"",""2018"",""4"",""lunes"",""CON MUERTOS"""
"370,""A000575830"",""2018-04-02T00:00:00.000"",""2018"",""4"",""lunes"",""SOLO DAÑOS"""
"371,""A000575831"",""2018-04-02T00:00:00.000"",""2018"",""4"",""lunes"",""CON HERIDOS"""
"372,""A000575827"",""2018-04-11T00:00:00.000"",""2018"",""4"",""miércoles"",""SOLO DAÑOS"""
"373,""A000575826"",""2018-04-11T00:00:00.000"",""2018"",""4"",""miércoles"",""SOLO DAÑOS"""
"374,""A000575833"",""2018-04-16T00:00:00.000"",""2018"",""4"",""lunes"",""SOLO DAÑOS"""
"375,""A000575834"",""2018-04-16T00:00:00.000"",""2018"",""4"",""lunes"",""CON HERIDOS"""
"376,""A000575836"",""2018-04-16T00:00:00.000"",""2018"",""4"",""lunes"",""CON HERIDOS"""
"377,""A000575828"",""2018-04-16T00:00:00.000"",""2018"",""4"",""lunes"",""CON HERIDOS"""
"378,""A000575835"",""2018-04-16T00:00:00.000"",""2018"",""4"",""lunes"",""SOLO DAÑOS"""
"379,""A000575840"",""2018-04-17T00:00:00.000"",""2018"",""4"",""martes"",""CON HERIDOS"""
"380,""A000575842"",""2018-04-17T00:00:00.000"",""2018"",""4"",""martes"",""CON HERIDOS"""
"381,""A000575839"",""2018-04-17T00:00:00.000"",""2018"",""4"",""martes"",""SOLO DAÑOS"""
"382,""A000575841"",""2018-04-17T00:00:00.000"",""2018"",""4"",""martes"",""CON HERIDOS"""
"383,""A000575838"",""2018-04-17T00:00:00.000"",""2018"",""4"",""martes"",""CON HERIDOS"""
"384,""A000575843"",""2018-04-18T00:00:00.000"",""2018"",""4"",""miércoles"",""CON HERIDOS"""
"385,""A000575855"",""2018-04-18T00:00:00.000"",""2018"",""4"",""miércoles"",""CON HERIDOS"""
"386,""A000575860"",""2018-04-18T00:00:00.000"",""2018"",""4"",""miércoles"",""CON HERIDOS"""
"387,""A000575854"",""2018-04-18T00:00:00.000"",""2018"",""4"",""miércoles"",""CON HERIDOS"""
"388,""A000575844"",""2018-04-18T00:00:00.000"",""2018"",""4"",""miércoles"",""SOLO DAÑOS"""
"389,""A000575859"",""2018-04-18T00:00:00.000"",""2018"",""4"",""miércoles"",""CON HERIDOS"""
"390,""A000575849"",""2018-04-18T00:00:00.000"",""2018"",""4"",""miércoles"",""CON HERIDOS"""
"391,""A000575852"",""2018-04-18T00:00:00.000"",""2018"",""4"",""miércoles"",""SOLO DAÑOS"""
"392,""A000575850"",""2018-04-18T00:00:00.000"",""2018"",""4"",""miércoles"",""CON HERIDOS"""
"393,""A000575851"",""2018-04-18T00:00:00.000"",""2018"",""4"",""miércoles"",""SOLO DAÑOS"""
"394,""A000575856"",""2018-04-18T00:00:00.000"",""2018"",""4"",""miércoles"",""CON HERIDOS"""
"395,""A000575865"",""2018-04-18T00:00:00.000"",""2018"",""4"",""miércoles"",""SOLO DAÑOS"""
"396,""A000575857"",""2018-04-18T00:00:00.000"",""2018"",""4"",""miércoles"",""CON HERIDOS"""
"397,""A000575864"",""2018-04-18T00:00:00.000"",""2018"",""4"",""miércoles"",""CON HERIDOS"""
"398,""A000575848"",""2018-04-18T00:00:00.000"",""2018"",""4"",""miércoles"",""SOLO DAÑOS"""
"399,""A000576088"",""2018-04-18T00:00:00.000"",""2018"",""4"",""miércoles"",""CON HERIDOS"""
"400,""A000575872"",""2018-05-08T00:00:00.000"",""2018"",""5"",""martes"",""CON HERIDOS"""
"401,""A000575861"",""2018-05-08T00:00:00.000"",""2018"",""5"",""martes"",""CON HERIDOS"""
"402,""A000575862"",""2018-05-08T00:00:00.000"",""2018"",""5"",""martes"",""CON HERIDOS"""
"403,""A000575863"",""2018-05-08T00:00:00.000"",""2018"",""5"",""martes"",""CON HERIDOS"""
"404,""A000575804"",""2018-05-08T00:00:00.000"",""2018"",""5"",""martes"",""CON HERIDOS"""
"405,""A000575873"",""2018-05-08T00:00:00.000"",""2018"",""5"",""martes"",""CON HERIDOS"""
"406,""A000575871"",""2018-05-08T00:00:00.000"",""2018"",""5"",""martes"",""SOLO DAÑOS"""
"407,""A000575858"",""2018-05-08T00:00:00.000"",""2018"",""5"",""martes"",""SOLO DAÑOS"""
"408,""A000575845"",""2018-05-10T00:00:00.000"",""2018"",""5"",""jueves"",""SOLO DAÑOS"""
"409,""A000575876"",""2018-05-10T00:00:00.000"",""2018"",""5"",""jueves"",""SOLO DAÑOS"""
"410,""A000575874"",""2018-05-10T00:00:00.000"",""2018"",""5"",""jueves"",""SOLO DAÑOS"""
"411,""A000575875"",""2018-05-10T00:00:00.000"",""2018"",""5"",""jueves"",""CON HERIDOS"""
"412,""A000575877"",""2018-05-10T00:00:00.000"",""2018"",""5"",""jueves"",""CON HERIDOS"""
"413,""A000575882"",""2018-05-11T00:00:00.000"",""2018"",""5"",""viernes"",""SOLO DAÑOS"""
"414,""A000575890"",""2018-05-11T00:00:00.000"",""2018"",""5"",""viernes"",""CON HERIDOS"""
"415,""A000575883"",""2018-05-11T00:00:00.000"",""2018"",""5"",""viernes"",""SOLO DAÑOS"""
"416,""A000575886"",""2018-05-11T00:00:00.000"",""2018"",""5"",""viernes"",""SOLO DAÑOS"""
"417,""A000575887"",""2018-05-11T00:00:00.000"",""2018"",""5"",""viernes"",""CON HERIDOS"""
"418,""A000575812"",""2018-05-11T00:00:00.000"",""2018"",""5"",""viernes"",""CON HERIDOS"""
"419,""A000575878"",""2018-05-11T00:00:00.000"",""2018"",""5"",""viernes"",""SOLO DAÑOS"""
"420,""A000575884"",""2018-05-11T00:00:00.000"",""2018"",""5"",""viernes"",""SOLO DAÑOS"""
"421,""A000575881"",""2018-05-11T00:00:00.000"",""2018"",""5"",""viernes"",""SOLO DAÑOS"""
"422,""A000575846"",""2018-05-11T00:00:00.000"",""2018"",""5"",""viernes"",""SOLO DAÑOS"""
"423,""A000575895"",""2018-05-11T00:00:00.000"",""2018"",""5"",""viernes"",""SOLO DAÑOS"""
"424,""A000575889"",""2018-05-11T00:00:00.000"",""2018"",""5"",""viernes"",""CON HERIDOS"""
"425,""A000575814"",""2018-05-15T00:00:00.000"",""2018"",""5"",""martes"",""CON HERIDOS"""
"426,""A000575813"",""2018-05-15T00:00:00.000"",""2018"",""5"",""martes"",""SOLO DAÑOS"""
"427,""A000575853"",""2018-05-15T00:00:00.000"",""2018"",""5"",""martes"",""SOLO DAÑOS"""
"428,""A000575805"",""2018-05-15T00:00:00.000"",""2018"",""5"",""martes"",""SOLO DAÑOS"""
"429,""A000575896"",""2018-05-15T00:00:00.000"",""2018"",""5"",""martes"",""CON HERIDOS"""
"430,""A000575897"",""2018-05-15T00:00:00.000"",""2018"",""5"",""martes"",""SOLO DAÑOS"""
"431,""A000575866"",""2018-05-15T00:00:00.000"",""2018"",""5"",""martes"",""CON HERIDOS"""
"432,""A000575879"",""2018-05-15T00:00:00.000"",""2018"",""5"",""martes"",""CON HERIDOS"""
"433,""A000575894"",""2018-05-15T00:00:00.000"",""2018"",""5"",""martes"",""SOLO DAÑOS"""
"434,""A000575888"",""2018-05-15T00:00:00.000"",""2018"",""5"",""martes"",""SOLO DAÑOS"""
"435,""A000575723"",""2018-05-16T00:00:00.000"",""2018"",""5"",""miércoles"",""SOLO DAÑOS"""
"436,""A000575880"",""2018-05-16T00:00:00.000"",""2018"",""5"",""miércoles"",""CON HERIDOS"""
"437,""A000575892"",""2018-05-16T00:00:00.000"",""2018"",""5"",""miércoles"",""CON HERIDOS"""
"438,""A000575808"",""2018-05-16T00:00:00.000"",""2018"",""5"",""miércoles"",""CON HERIDOS"""
"439,""A000575893"",""2018-05-16T00:00:00.000"",""2018"",""5"",""miércoles"",""SOLO DAÑOS"""
"440,""A000575847"",""2018-05-21T00:00:00.000"",""2018"",""5"",""lunes"",""SOLO DAÑOS"""
"441,""A000575810"",""2018-05-21T00:00:00.000"",""2018"",""5"",""lunes"",""SOLO DAÑOS"""
"442,""A000575867"",""2018-05-21T00:00:00.000"",""2018"",""5"",""lunes"",""SOLO DAÑOS"""
"443,""A000575885"",""2018-05-21T00:00:00.000"",""2018"",""5"",""lunes"",""SOLO DAÑOS"""
"444,""A000575809"",""2018-05-21T00:00:00.000"",""2018"",""5"",""lunes"",""CON HERIDOS"""
"445,""A000575902"",""2018-07-11T00:00:00.000"",""2018"",""7"",""miércoles"",""SOLO DAÑOS"""
"446,""A000575899"",""2018-07-11T00:00:00.000"",""2018"",""7"",""miércoles"",""CON HERIDOS"""
"447,""A000575917"",""2018-07-11T00:00:00.000"",""2018"",""7"",""miércoles"",""SOLO DAÑOS"""
"448,""A000575898"",""2018-07-11T00:00:00.000"",""2018"",""7"",""miércoles"",""CON HERIDOS"""
"449,""A000575903"",""2018-07-11T00:00:00.000"",""2018"",""7"",""miércoles"",""CON HERIDOS"""
"450,""A000575907"",""2018-07-11T00:00:00.000"",""2018"",""7"",""miércoles"",""CON HERIDOS"""
"451,""A000575918"",""2018-07-12T00:00:00.000"",""2018"",""7"",""jueves"",""CON HERIDOS"""
"452,""A000575920"",""2018-07-12T00:00:00.000"",""2018"",""7"",""jueves"",""SOLO DAÑOS"""
"453,""A000575900"",""2018-07-13T00:00:00.000"",""2018"",""7"",""viernes"",""CON HERIDOS"""
"454,""A000575908"",""2018-07-13T00:00:00.000"",""2018"",""7"",""viernes"",""SOLO DAÑOS"""
"455,""A000575915"",""2018-07-17T00:00:00.000"",""2018"",""7"",""martes"",""CON HERIDOS"""
"456,""A000575921"",""2018-07-17T00:00:00.000"",""2018"",""7"",""martes"",""CON HERIDOS"""
"457,""A000575904"",""2018-07-17T00:00:00.000"",""2018"",""7"",""martes"",""SOLO DAÑOS"""
"458,""A000575909"",""2018-07-17T00:00:00.000"",""2018"",""7"",""martes"",""CON HERIDOS"""
"459,""A000575901"",""2018-07-17T00:00:00.000"",""2018"",""7"",""martes"",""SOLO DAÑOS"""
"460,""A000575912"",""2018-07-17T00:00:00.000"",""2018"",""7"",""martes"",""CON HERIDOS"""
"461,""A000575905"",""2018-07-17T00:00:00.000"",""2018"",""7"",""martes"",""SOLO DAÑOS"""
"462,""A000575906"",""2018-07-18T00:00:00.000"",""2018"",""7"",""miércoles"",""CON HERIDOS"""
"463,""A000575916"",""2018-07-18T00:00:00.000"",""2018"",""7"",""miércoles"",""SOLO DAÑOS"""
"464,""A000575928"",""2018-07-18T00:00:00.000"",""2018"",""7"",""miércoles"",""CON HERIDOS"""
"465,""A000575914"",""2018-07-18T00:00:00.000"",""2018"",""7"",""miércoles"",""SOLO DAÑOS"""
"466,""A000575922"",""2018-07-18T00:00:00.000"",""2018"",""7"",""miércoles"",""CON HERIDOS"""
"467,""A000575919"",""2018-07-18T00:00:00.000"",""2018"",""7"",""miércoles"",""SOLO DAÑOS"""
"468,""A000575938"",""2018-07-18T00:00:00.000"",""2018"",""7"",""miércoles"",""SOLO DAÑOS"""
"469,""A000575937"",""2018-07-18T00:00:00.000"",""2018"",""7"",""miércoles"",""SOLO DAÑOS"""
"470,""A000575913"",""2018-07-18T00:00:00.000"",""2018"",""7"",""miércoles"",""CON HERIDOS"""
"471,""A000575926"",""2018-07-18T00:00:00.000"",""2018"",""7"",""miércoles"",""SOLO DAÑOS"""
"472,""A000575932"",""2018-08-01T00:00:00.000"",""2018"",""8"",""miércoles"",""CON HERIDOS"""
"473,""A000575944"",""2018-08-01T00:00:00.000"",""2018"",""8"",""miércoles"",""CON HERIDOS"""
"474,""A000575933"",""2018-08-01T00:00:00.000"",""2018"",""8"",""miércoles"",""SOLO DAÑOS"""
"475,""A000575931"",""2018-08-01T00:00:00.000"",""2018"",""8"",""miércoles"",""SOLO DAÑOS"""
"476,""A000575927"",""2018-08-01T00:00:00.000"",""2018"",""8"",""miércoles"",""CON HERIDOS"""
"477,""A000575923"",""2018-08-01T00:00:00.000"",""2018"",""8"",""miércoles"",""SOLO DAÑOS"""
"478,""A000575935"",""2018-08-21T00:00:00.000"",""2018"",""8"",""martes"",""CON HERIDOS"""
"479,""A000575940"",""2018-08-21T00:00:00.000"",""2018"",""8"",""martes"",""CON MUERTOS"""
"480,""A000575950"",""2018-08-22T00:00:00.000"",""2018"",""8"",""miércoles"",""CON HERIDOS"""
"481,""A000575941"",""2018-08-22T00:00:00.000"",""2018"",""8"",""miércoles"",""SOLO DAÑOS"""
"482,""A000575942"",""2018-08-22T00:00:00.000"",""2018"",""8"",""miércoles"",""CON HERIDOS"""
"483,""A000575934"",""2018-08-22T00:00:00.000"",""2018"",""8"",""miércoles"",""CON HERIDOS"""
"484,""A000575943"",""2018-08-22T00:00:00.000"",""2018"",""8"",""miércoles"",""SOLO DAÑOS"""
"485,""A000575910"",""2018-08-22T00:00:00.000"",""2018"",""8"",""miércoles"",""SOLO DAÑOS"""
"486,""A000575966"",""2018-08-23T00:00:00.000"",""2018"",""8"",""jueves"",""CON HERIDOS"""
"487,""A000575939"",""2018-08-23T00:00:00.000"",""2018"",""8"",""jueves"",""CON HERIDOS"""
"488,""A000575951"",""2018-08-23T00:00:00.000"",""2018"",""8"",""jueves"",""SOLO DAÑOS"""
"489,""A000575953"",""2018-08-23T00:00:00.000"",""2018"",""8"",""jueves"",""CON HERIDOS"""
"490,""A000575936"",""2018-08-23T00:00:00.000"",""2018"",""8"",""jueves"",""CON HERIDOS"""
"491,""A000575929"",""2018-08-23T00:00:00.000"",""2018"",""8"",""jueves"",""SOLO DAÑOS"""
"492,""A000575955"",""2018-08-23T00:00:00.000"",""2018"",""8"",""jueves"",""SOLO DAÑOS"""
"493,""A000575952"",""2018-08-23T00:00:00.000"",""2018"",""8"",""jueves"",""SOLO DAÑOS"""
"494,""A000575969"",""2018-08-23T00:00:00.000"",""2018"",""8"",""jueves"",""SOLO DAÑOS"""
"495,""A000575911"",""2018-08-23T00:00:00.000"",""2018"",""8"",""jueves"",""SOLO DAÑOS"""
"496,""A000575925"",""2018-08-23T00:00:00.000"",""2018"",""8"",""jueves"",""CON HERIDOS"""
"497,""A000575967"",""2018-08-23T00:00:00.000"",""2018"",""8"",""jueves"",""CON HERIDOS"""
"498,""A000575954"",""2018-08-23T00:00:00.000"",""2018"",""8"",""jueves"",""SOLO DAÑOS"""
"499,""A000575968"",""2018-08-23T00:00:00.000"",""2018"",""8"",""jueves"",""SOLO DAÑOS"""
"500,""A000575971"",""2018-08-24T00:00:00.000"",""2018"",""8"",""viernes"",""CON HERIDOS"""
"501,""A000575972"",""2018-08-24T00:00:00.000"",""2018"",""8"",""viernes"",""SOLO DAÑOS"""
"502,""A000575930"",""2018-08-24T00:00:00.000"",""2018"",""8"",""viernes"",""CON HERIDOS"""
