"ORDEN,""IPAT"",""FECHA"",""AÑO"",""MES"",""DIA"",""GRAVEDAD"""
"503,""A000575970"",""2018-08-24T00:00:00.000"",""2018"",""8"",""viernes"",""CON HERIDOS"""
"504,""A000575956"",""2018-08-24T00:00:00.000"",""2018"",""8"",""viernes"",""CON HERIDOS"""
"505,""A000575963"",""2018-09-05T00:00:00.000"",""2018"",""9"",""miércoles"",""SOLO DAÑOS"""
"506,""A000575982"",""2018-09-05T00:00:00.000"",""2018"",""9"",""miércoles"",""SOLO DAÑOS"""
"507,""A000575868"",""2018-09-05T00:00:00.000"",""2018"",""9"",""miércoles"",""CON HERIDOS"""
"508,""A000575978"",""2018-09-05T00:00:00.000"",""2018"",""9"",""miércoles"",""CON HERIDOS"""
"509,""A000575974"",""2018-09-05T00:00:00.000"",""2018"",""9"",""miércoles"",""CON HERIDOS"""
"510,""A000575981"",""2018-09-05T00:00:00.000"",""2018"",""9"",""miércoles"",""SOLO DAÑOS"""
"511,""A000575977"",""2018-09-05T00:00:00.000"",""2018"",""9"",""miércoles"",""SOLO DAÑOS"""
"512,""A000575959"",""2018-09-05T00:00:00.000"",""2018"",""9"",""miércoles"",""CON HERIDOS"""
"513,""A000575869"",""2018-09-05T00:00:00.000"",""2018"",""9"",""miércoles"",""SOLO DAÑOS"""
"514,""A000575990"",""2018-09-05T00:00:00.000"",""2018"",""9"",""miércoles"",""SOLO DAÑOS"""
"515,""A000575960"",""2018-09-05T00:00:00.000"",""2018"",""9"",""miércoles"",""CON HERIDOS"""
"516,""A000575870"",""2018-09-05T00:00:00.000"",""2018"",""9"",""miércoles"",""CON HERIDOS"""
"517,""A000575965"",""2018-09-05T00:00:00.000"",""2018"",""9"",""miércoles"",""SOLO DAÑOS"""
"518,""A000575983"",""2018-09-05T00:00:00.000"",""2018"",""9"",""miércoles"",""CON HERIDOS"""
"519,""A000575958"",""2018-09-05T00:00:00.000"",""2018"",""9"",""miércoles"",""CON HERIDOS"""
"520,""A000575961"",""2018-09-05T00:00:00.000"",""2018"",""9"",""miércoles"",""SOLO DAÑOS"""
"521,""A000575964"",""2018-09-05T00:00:00.000"",""2018"",""9"",""miércoles"",""CON HERIDOS"""
"522,""A000575945"",""2018-09-05T00:00:00.000"",""2018"",""9"",""miércoles"",""CON HERIDOS"""
"523,""A000575962"",""2018-09-07T00:00:00.000"",""2018"",""9"",""viernes"",""SOLO DAÑOS"""
"524,""A000575973"",""2018-09-07T00:00:00.000"",""2018"",""9"",""viernes"",""CON HERIDOS"""
"525,""A000575957"",""2018-09-07T00:00:00.000"",""2018"",""9"",""viernes"",""CON HERIDOS"""
"526,""A000575976"",""2018-09-07T00:00:00.000"",""2018"",""9"",""viernes"",""SOLO DAÑOS"""
"527,""A000575999"",""2018-09-10T00:00:00.000"",""2018"",""9"",""lunes"",""CON HERIDOS"""
"528,""A000575995"",""2018-09-10T00:00:00.000"",""2018"",""9"",""lunes"",""SOLO DAÑOS"""
"529,""A000575992"",""2018-09-10T00:00:00.000"",""2018"",""9"",""lunes"",""CON HERIDOS"""
"530,""A000575996"",""2018-09-11T00:00:00.000"",""2018"",""9"",""martes"",""CON HERIDOS"""
"531,""A000576025"",""2018-09-11T00:00:00.000"",""2018"",""9"",""martes"",""CON HERIDOS"""
"532,""A000575980"",""2018-09-11T00:00:00.000"",""2018"",""9"",""martes"",""CON HERIDOS"""
"533,""A000576019"",""2018-09-11T00:00:00.000"",""2018"",""9"",""martes"",""SOLO DAÑOS"""
"534,""A000576018"",""2018-09-11T00:00:00.000"",""2018"",""9"",""martes"",""SOLO DAÑOS"""
"535,""A000575993"",""2018-09-11T00:00:00.000"",""2018"",""9"",""martes"",""CON HERIDOS"""
"536,""A000575986"",""2018-09-11T00:00:00.000"",""2018"",""9"",""martes"",""CON HERIDOS"""
"537,""A000575987"",""2018-09-11T00:00:00.000"",""2018"",""9"",""martes"",""CON HERIDOS"""
"538,""A000576023"",""2018-09-11T00:00:00.000"",""2018"",""9"",""martes"",""SOLO DAÑOS"""
"539,""A000575947"",""2018-09-11T00:00:00.000"",""2018"",""9"",""martes"",""CON MUERTOS"""
"540,""A000576000"",""2018-09-11T00:00:00.000"",""2018"",""9"",""martes"",""CON HERIDOS"""
"541,""A000576005"",""2018-09-11T00:00:00.000"",""2018"",""9"",""martes"",""SOLO DAÑOS"""
"542,""A000575998"",""2018-09-11T00:00:00.000"",""2018"",""9"",""martes"",""CON HERIDOS"""
"543,""A000575988"",""2018-09-11T00:00:00.000"",""2018"",""9"",""martes"",""CON HERIDOS"""
"544,""A000575979"",""2018-09-11T00:00:00.000"",""2018"",""9"",""martes"",""SOLO DAÑOS"""
"545,""A000575985"",""2018-09-11T00:00:00.000"",""2018"",""9"",""martes"",""CON HERIDOS"""
"546,""A000576024"",""2018-09-11T00:00:00.000"",""2018"",""9"",""martes"",""SOLO DAÑOS"""
"547,""A000576001"",""2018-09-11T00:00:00.000"",""2018"",""9"",""martes"",""SOLO DAÑOS"""
"548,""A000576008"",""2018-09-11T00:00:00.000"",""2018"",""9"",""martes"",""SOLO DAÑOS"""
"549,""A000576007"",""2018-09-11T00:00:00.000"",""2018"",""9"",""martes"",""CON HERIDOS"""
"550,""A000576006"",""2018-09-11T00:00:00.000"",""2018"",""9"",""martes"",""CON HERIDOS"""
"551,""A000576013"",""2018-09-11T00:00:00.000"",""2018"",""9"",""martes"",""CON HERIDOS"""
"552,""A000575997"",""2018-09-11T00:00:00.000"",""2018"",""9"",""martes"",""CON HERIDOS"""
"553,""A000575989"",""2018-09-11T00:00:00.000"",""2018"",""9"",""martes"",""CON HERIDOS"""
"554,""A000575984"",""2018-09-11T00:00:00.000"",""2018"",""9"",""martes"",""SOLO DAÑOS"""
"555,""A000575991"",""2018-09-11T00:00:00.000"",""2018"",""9"",""martes"",""CON HERIDOS"""
"556,""A000575994"",""2018-09-11T00:00:00.000"",""2018"",""9"",""martes"",""SOLO DAÑOS"""
"557,""A000576009"",""2018-09-12T00:00:00.000"",""2018"",""9"",""miércoles"",""CON HERIDOS"""
"558,""A000576029"",""2018-09-12T00:00:00.000"",""2018"",""9"",""miércoles"",""CON HERIDOS"""
"559,""A000576027"",""2018-09-12T00:00:00.000"",""2018"",""9"",""miércoles"",""CON HERIDOS"""
"560,""A000576016"",""2018-09-12T00:00:00.000"",""2018"",""9"",""miércoles"",""CON HERIDOS"""
"561,""A000576010"",""2018-09-12T00:00:00.000"",""2018"",""9"",""miércoles"",""CON HERIDOS"""
"562,""A000575948"",""2018-09-12T00:00:00.000"",""2018"",""9"",""miércoles"",""SOLO DAÑOS"""
"563,""A000576026"",""2018-09-12T00:00:00.000"",""2018"",""9"",""miércoles"",""SOLO DAÑOS"""
"564,""A000576004"",""2018-09-12T00:00:00.000"",""2018"",""9"",""miércoles"",""CON HERIDOS"""
"565,""A000576015"",""2018-09-12T00:00:00.000"",""2018"",""9"",""miércoles"",""CON HERIDOS"""
"566,""A000576002"",""2018-09-12T00:00:00.000"",""2018"",""9"",""miércoles"",""CON HERIDOS"""
"567,""A000576003"",""2018-09-12T00:00:00.000"",""2018"",""9"",""miércoles"",""SOLO DAÑOS"""
"568,""A000576030"",""2018-09-12T00:00:00.000"",""2018"",""9"",""miércoles"",""CON HERIDOS"""
"569,""A000576012"",""2018-09-12T00:00:00.000"",""2018"",""9"",""miércoles"",""SOLO DAÑOS"""
"570,""A000576017"",""2018-09-13T00:00:00.000"",""2018"",""9"",""jueves"",""CON HERIDOS"""
"571,""A000576011"",""2018-09-13T00:00:00.000"",""2018"",""9"",""jueves"",""CON HERIDOS"""
"572,""A000576032"",""2018-09-13T00:00:00.000"",""2018"",""9"",""jueves"",""SOLO DAÑOS"""
"573,""A000576034"",""2018-09-13T00:00:00.000"",""2018"",""9"",""jueves"",""CON HERIDOS"""
"574,""A000576033"",""2018-09-13T00:00:00.000"",""2018"",""9"",""jueves"",""CON HERIDOS"""
"575,""A000576046"",""2018-09-13T00:00:00.000"",""2018"",""9"",""jueves"",""SOLO DAÑOS"""
"576,""A000576047"",""2018-09-13T00:00:00.000"",""2018"",""9"",""jueves"",""SOLO DAÑOS"""
"577,""A000576031"",""2018-09-13T00:00:00.000"",""2018"",""9"",""jueves"",""SOLO DAÑOS"""
"578,""A000576028"",""2018-09-13T00:00:00.000"",""2018"",""9"",""jueves"",""SOLO DAÑOS"""
"579,""A000576020"",""2018-09-13T00:00:00.000"",""2018"",""9"",""jueves"",""CON HERIDOS"""
"580,""A000575949"",""2018-09-14T00:00:00.000"",""2018"",""9"",""viernes"",""CON HERIDOS"""
"581,""A000576043"",""2018-09-14T00:00:00.000"",""2018"",""9"",""viernes"",""CON HERIDOS"""
"582,""A000576053"",""2018-09-14T00:00:00.000"",""2018"",""9"",""viernes"",""CON HERIDOS"""
"583,""A000576049"",""2018-09-14T00:00:00.000"",""2018"",""9"",""viernes"",""SOLO DAÑOS"""
"584,""A000576048"",""2018-09-14T00:00:00.000"",""2018"",""9"",""viernes"",""CON HERIDOS"""
"585,""A000576036"",""2018-09-14T00:00:00.000"",""2018"",""9"",""viernes"",""CON HERIDOS"""
"586,""A000576055"",""2018-09-14T00:00:00.000"",""2018"",""9"",""viernes"",""CON HERIDOS"""
"587,""A000576038"",""2018-09-14T00:00:00.000"",""2018"",""9"",""viernes"",""CON HERIDOS"""
"588,""A000576051"",""2018-09-14T00:00:00.000"",""2018"",""9"",""viernes"",""CON HERIDOS"""
"589,""A000576042"",""2018-09-14T00:00:00.000"",""2018"",""9"",""viernes"",""CON MUERTOS"""
"590,""A000576045"",""2018-09-14T00:00:00.000"",""2018"",""9"",""viernes"",""SOLO DAÑOS"""
"591,""A000576044"",""2018-09-14T00:00:00.000"",""2018"",""9"",""viernes"",""CON HERIDOS"""
"592,""A000576037"",""2018-09-14T00:00:00.000"",""2018"",""9"",""viernes"",""SOLO DAÑOS"""
"593,""A000576052"",""2018-09-14T00:00:00.000"",""2018"",""9"",""viernes"",""CON HERIDOS"""
"594,""A000576041"",""2018-09-17T00:00:00.000"",""2018"",""9"",""lunes"",""CON HERIDOS"""
"595,""A000576014"",""2018-09-17T00:00:00.000"",""2018"",""9"",""lunes"",""SOLO DAÑOS"""
"596,""A000576021"",""2018-09-17T00:00:00.000"",""2018"",""9"",""lunes"",""CON MUERTOS"""
"597,""A000576050"",""2018-09-17T00:00:00.000"",""2018"",""9"",""lunes"",""CON HERIDOS"""
"598,""A000576035"",""2018-09-17T00:00:00.000"",""2018"",""9"",""lunes"",""CON HERIDOS"""
"599,""A000056822"",""2018-09-22T00:00:00.000"",""2018"",""9"",""sábado"",""SOLO DAÑOS"""
"600,""A000576040"",""2018-10-31T00:00:00.000"",""2018"",""10"",""miércoles"",""SOLO DAÑOS"""
"601,""A000576057"",""2018-10-31T00:00:00.000"",""2018"",""10"",""miércoles"",""CON HERIDOS"""
"602,""A000576056"",""2018-10-31T00:00:00.000"",""2018"",""10"",""miércoles"",""CON HERIDOS"""
"603,""A000576061"",""2018-10-31T00:00:00.000"",""2018"",""10"",""miércoles"",""CON HERIDOS"""
"604,""A000576054"",""2018-10-31T00:00:00.000"",""2018"",""10"",""miércoles"",""CON HERIDOS"""
"605,""A000576022"",""2018-10-31T00:00:00.000"",""2018"",""10"",""miércoles"",""CON HERIDOS"""
"606,""A000576039"",""2018-10-31T00:00:00.000"",""2018"",""10"",""miércoles"",""SOLO DAÑOS"""
"607,""A000576058"",""2018-10-31T00:00:00.000"",""2018"",""10"",""miércoles"",""SOLO DAÑOS"""
"608,""A000576070"",""2018-11-01T00:00:00.000"",""2018"",""11"",""jueves"",""SOLO DAÑOS"""
"609,""A000576063"",""2018-11-01T00:00:00.000"",""2018"",""11"",""jueves"",""SOLO DAÑOS"""
"610,""A000576065"",""2018-11-01T00:00:00.000"",""2018"",""11"",""jueves"",""CON HERIDOS"""
"611,""A000576076"",""2018-11-01T00:00:00.000"",""2018"",""11"",""jueves"",""CON HERIDOS"""
"612,""A000576064"",""2018-11-01T00:00:00.000"",""2018"",""11"",""jueves"",""CON HERIDOS"""
"613,""A000576066"",""2018-11-02T00:00:00.000"",""2018"",""11"",""viernes"",""CON HERIDOS"""
"614,""A000576079"",""2018-11-02T00:00:00.000"",""2018"",""11"",""viernes"",""CON HERIDOS"""
"615,""A000576062"",""2018-11-02T00:00:00.000"",""2018"",""11"",""viernes"",""CON HERIDOS"""
"616,""A000576083"",""2018-11-02T00:00:00.000"",""2018"",""11"",""viernes"",""CON HERIDOS"""
"617,""A000576084"",""2018-11-02T00:00:00.000"",""2018"",""11"",""viernes"",""SOLO DAÑOS"""
"618,""A000576078"",""2018-11-02T00:00:00.000"",""2018"",""11"",""viernes"",""CON HERIDOS"""
"619,""A000576071"",""2018-11-02T00:00:00.000"",""2018"",""11"",""viernes"",""SOLO DAÑOS"""
"620,""A000885277"",""2018-11-02T00:00:00.000"",""2018"",""11"",""viernes"",""CON HERIDOS"""
"621,""A000576067"",""2018-11-02T00:00:00.000"",""2018"",""11"",""viernes"",""CON HERIDOS"""
"622,""A000576072"",""2018-11-02T00:00:00.000"",""2018"",""11"",""viernes"",""SOLO DAÑOS"""
"623,""A000576085"",""2018-11-02T00:00:00.000"",""2018"",""11"",""viernes"",""SOLO DAÑOS"""
"624,""A000576068"",""2018-11-02T00:00:00.000"",""2018"",""11"",""viernes"",""SOLO DAÑOS"""
"625,""A000576077"",""2018-11-02T00:00:00.000"",""2018"",""11"",""viernes"",""CON HERIDOS"""
"626,""A000575975"",""2018-11-06T00:00:00.000"",""2018"",""11"",""martes"",""CON HERIDOS"""
"627,""A000576069"",""2018-11-06T00:00:00.000"",""2018"",""11"",""martes"",""CON HERIDOS"""
"628,""A000576086"",""2018-11-06T00:00:00.000"",""2018"",""11"",""martes"",""CON HERIDOS"""
"629,""A000576060"",""2018-11-07T00:00:00.000"",""2018"",""11"",""miércoles"",""CON HERIDOS"""
"630,""A000885280"",""2018-11-07T00:00:00.000"",""2018"",""11"",""miércoles"",""CON HERIDOS"""
"631,""A000576059"",""2018-11-07T00:00:00.000"",""2018"",""11"",""miércoles"",""SOLO DAÑOS"""
"632,""A000885278"",""2018-11-07T00:00:00.000"",""2018"",""11"",""miércoles"",""CON HERIDOS"""
"633,""A000885283"",""2018-11-07T00:00:00.000"",""2018"",""11"",""miércoles"",""CON HERIDOS"""
"634,""A000885282"",""2018-11-07T00:00:00.000"",""2018"",""11"",""miércoles"",""CON HERIDOS"""
"635,""A000885279"",""2018-11-07T00:00:00.000"",""2018"",""11"",""miércoles"",""SOLO DAÑOS"""
"636,""A000885284"",""2018-11-08T00:00:00.000"",""2018"",""11"",""jueves"",""CON HERIDOS"""
"637,""A000885288"",""2018-11-08T00:00:00.000"",""2018"",""11"",""jueves"",""SOLO DAÑOS"""
"638,""A000576082"",""2018-11-08T00:00:00.000"",""2018"",""11"",""jueves"",""SOLO DAÑOS"""
"639,""A000885302"",""2018-11-08T00:00:00.000"",""2018"",""11"",""jueves"",""CON HERIDOS"""
"640,""A000885289"",""2018-11-08T00:00:00.000"",""2018"",""11"",""jueves"",""CON HERIDOS"""
"641,""A000885285"",""2018-11-08T00:00:00.000"",""2018"",""11"",""jueves"",""SOLO DAÑOS"""
"642,""A000885303"",""2018-11-08T00:00:00.000"",""2018"",""11"",""jueves"",""CON HERIDOS"""
"643,""A000576073"",""2018-11-08T00:00:00.000"",""2018"",""11"",""jueves"",""CON HERIDOS"""
"644,""A000885297"",""2018-11-08T00:00:00.000"",""2018"",""11"",""jueves"",""CON HERIDOS"""
"645,""A000576075"",""2018-11-08T00:00:00.000"",""2018"",""11"",""jueves"",""CON HERIDOS"""
"646,""A000885287"",""2018-11-08T00:00:00.000"",""2018"",""11"",""jueves"",""CON HERIDOS"""
"647,""A000576087"",""2018-11-08T00:00:00.000"",""2018"",""11"",""jueves"",""CON HERIDOS"""
"648,""A000885281"",""2018-11-08T00:00:00.000"",""2018"",""11"",""jueves"",""CON HERIDOS"""
"649,""A000885286"",""2018-11-08T00:00:00.000"",""2018"",""11"",""jueves"",""CON HERIDOS"""
"650,""A000576081"",""2018-11-08T00:00:00.000"",""2018"",""11"",""jueves"",""CON HERIDOS"""
"651,""A000576080"",""2018-11-08T00:00:00.000"",""2018"",""11"",""jueves"",""SOLO DAÑOS"""
"652,""A000885290"",""2018-11-08T00:00:00.000"",""2018"",""11"",""jueves"",""SOLO DAÑOS"""
"653,""A000885426"",""2018-12-15T00:00:00.000"",""2018"",""12"",""sábado"",""SOLO DAÑOS"""
"654,""A000885293"",""2018-12-15T00:00:00.000"",""2018"",""12"",""sábado"",""CON MUERTOS"""
"655,""A000885308"",""2018-12-15T00:00:00.000"",""2018"",""12"",""sábado"",""SOLO DAÑOS"""
"656,""A000885427"",""2018-12-15T00:00:00.000"",""2018"",""12"",""sábado"",""CON HERIDOS"""
"657,""A000885314"",""2018-12-15T00:00:00.000"",""2018"",""12"",""sábado"",""SOLO DAÑOS"""
"658,""A000885304"",""2018-12-15T00:00:00.000"",""2018"",""12"",""sábado"",""CON HERIDOS"""
"659,""A000885320"",""2018-12-15T00:00:00.000"",""2018"",""12"",""sábado"",""CON HERIDOS"""
"660,""A000885322"",""2018-12-15T00:00:00.000"",""2018"",""12"",""sábado"",""CON HERIDOS"""
"661,""A000885310"",""2018-12-15T00:00:00.000"",""2018"",""12"",""sábado"",""SOLO DAÑOS"""
"662,""A000885309"",""2018-12-15T00:00:00.000"",""2018"",""12"",""sábado"",""SOLO DAÑOS"""
"663,""A000885294"",""2018-12-15T00:00:00.000"",""2018"",""12"",""sábado"",""CON HERIDOS"""
"664,""A000885321"",""2018-12-15T00:00:00.000"",""2018"",""12"",""sábado"",""CON HERIDOS"""
"665,""A000885431"",""2018-12-15T00:00:00.000"",""2018"",""12"",""sábado"",""SOLO DAÑOS"""
"666,""A000885319"",""2018-12-15T00:00:00.000"",""2018"",""12"",""sábado"",""CON HERIDOS"""
"667,""A000885306"",""2018-12-17T00:00:00.000"",""2018"",""12"",""lunes"",""SOLO DAÑOS"""
"668,""A000885292"",""2018-12-17T00:00:00.000"",""2018"",""12"",""lunes"",""SOLO DAÑOS"""
"669,""A000885318"",""2018-12-17T00:00:00.000"",""2018"",""12"",""lunes"",""CON HERIDOS"""
"670,""A000885311"",""2018-12-17T00:00:00.000"",""2018"",""12"",""lunes"",""CON HERIDOS"""
"671,""A000885300"",""2018-12-17T00:00:00.000"",""2018"",""12"",""lunes"",""CON HERIDOS"""
"672,""A000885307"",""2018-12-17T00:00:00.000"",""2018"",""12"",""lunes"",""CON HERIDOS"""
"673,""A000885301"",""2018-12-17T00:00:00.000"",""2018"",""12"",""lunes"",""CON HERIDOS"""
"674,""A000885313"",""2018-12-17T00:00:00.000"",""2018"",""12"",""lunes"",""SOLO DAÑOS"""
"675,""A000885312"",""2018-12-17T00:00:00.000"",""2018"",""12"",""lunes"",""SOLO DAÑOS"""
"676,""A000885317"",""2018-12-17T00:00:00.000"",""2018"",""12"",""lunes"",""SOLO DAÑOS"""
"677,""A000885316"",""2018-12-17T00:00:00.000"",""2018"",""12"",""lunes"",""SOLO DAÑOS"""
"678,""A000576074"",""2018-12-18T00:00:00.000"",""2018"",""12"",""martes"",""SOLO DAÑOS"""
"679,""A000885291"",""2018-12-18T00:00:00.000"",""2018"",""12"",""martes"",""CON HERIDOS"""
"680,""A000885299"",""2018-12-18T00:00:00.000"",""2018"",""12"",""martes"",""CON HERIDOS"""
"681,""A000885298"",""2018-12-18T00:00:00.000"",""2018"",""12"",""martes"",""SOLO DAÑOS"""
"682,""A000885326"",""2019-02-13T00:00:00.000"",""2019"",""2"",""miércoles"",""CON HERIDOS"""
"683,""A000885442"",""2019-02-13T00:00:00.000"",""2019"",""2"",""miércoles"",""SOLO DAÑOS"""
"684,""A000885336"",""2019-02-14T00:00:00.000"",""2019"",""2"",""jueves"",""CON HERIDOS"""
"685,""A000885449"",""2019-02-14T00:00:00.000"",""2019"",""2"",""jueves"",""CON HERIDOS"""
"686,""A000885438"",""2019-02-14T00:00:00.000"",""2019"",""2"",""jueves"",""CON HERIDOS"""
"687,""A000885296"",""2019-02-14T00:00:00.000"",""2019"",""2"",""jueves"",""CON HERIDOS"""
"688,""A000885332"",""2019-02-14T00:00:00.000"",""2019"",""2"",""jueves"",""SOLO DAÑOS"""
"689,""A000885448"",""2019-02-14T00:00:00.000"",""2019"",""2"",""jueves"",""SOLO DAÑOS"""
"690,""A000885444"",""2019-02-25T00:00:00.000"",""2019"",""2"",""lunes"",""CON HERIDOS"""
"691,""A000885430"",""2019-02-25T00:00:00.000"",""2019"",""2"",""lunes"",""CON HERIDOS"""
"692,""A000885325"",""2019-02-25T00:00:00.000"",""2019"",""2"",""lunes"",""SOLO DAÑOS"""
"693,""A000885305"",""2019-02-25T00:00:00.000"",""2019"",""2"",""lunes"",""CON HERIDOS"""
"694,""A000885443"",""2019-02-25T00:00:00.000"",""2019"",""2"",""lunes"",""CON HERIDOS"""
"695,""A000885440"",""2019-02-25T00:00:00.000"",""2019"",""2"",""lunes"",""CON HERIDOS"""
"696,""A000885436"",""2019-02-25T00:00:00.000"",""2019"",""2"",""lunes"",""SOLO DAÑOS"""
"697,""A000885439"",""2019-02-25T00:00:00.000"",""2019"",""2"",""lunes"",""CON HERIDOS"""
"698,""A000885295"",""2019-02-25T00:00:00.000"",""2019"",""2"",""lunes"",""CON HERIDOS"""
"699,""A000885315"",""2019-02-25T00:00:00.000"",""2019"",""2"",""lunes"",""SOLO DAÑOS"""
"700,""A000885435"",""2019-02-25T00:00:00.000"",""2019"",""2"",""lunes"",""CON HERIDOS"""
"701,""A000885445"",""2019-02-25T00:00:00.000"",""2019"",""2"",""lunes"",""CON HERIDOS"""
"702,""A000885446"",""2019-02-25T00:00:00.000"",""2019"",""2"",""lunes"",""SOLO DAÑOS"""
"703,""A000885447"",""2019-02-25T00:00:00.000"",""2019"",""2"",""lunes"",""SOLO DAÑOS"""
"704,""A000885441"",""2019-02-25T00:00:00.000"",""2019"",""2"",""lunes"",""CON HERIDOS"""
"705,""A000885437"",""2019-02-25T00:00:00.000"",""2019"",""2"",""lunes"",""CON HERIDOS"""
"706,""A000885324"",""2019-02-26T00:00:00.000"",""2019"",""2"",""martes"",""SOLO DAÑOS"""
"707,""A000885323"",""2019-02-26T00:00:00.000"",""2019"",""2"",""martes"",""CON HERIDOS"""
"708,""A000885434"",""2019-02-26T00:00:00.000"",""2019"",""2"",""martes"",""CON HERIDOS"""
"709,""A000885433"",""2019-02-26T00:00:00.000"",""2019"",""2"",""martes"",""CON HERIDOS"""
"710,""A000885428"",""2019-02-26T00:00:00.000"",""2019"",""2"",""martes"",""CON HERIDOS"""
"711,""A000885429"",""2019-02-26T00:00:00.000"",""2019"",""2"",""martes"",""CON HERIDOS"""
"712,""A000885432"",""2019-02-26T00:00:00.000"",""2019"",""2"",""martes"",""SOLO DAÑOS"""
"713,""A000885354"",""2019-03-04T00:00:00.000"",""2019"",""3"",""lunes"",""CON HERIDOS"""
"714,""A000885358"",""2019-03-04T00:00:00.000"",""2019"",""3"",""lunes"",""SOLO DAÑOS"""
"715,""A000885333"",""2019-03-04T00:00:00.000"",""2019"",""3"",""lunes"",""CON HERIDOS"""
"716,""A000885331"",""2019-03-04T00:00:00.000"",""2019"",""3"",""lunes"",""CON HERIDOS"""
"717,""A000885347"",""2019-03-04T00:00:00.000"",""2019"",""3"",""lunes"",""CON HERIDOS"""
"718,""A000885353"",""2019-03-04T00:00:00.000"",""2019"",""3"",""lunes"",""SOLO DAÑOS"""
"719,""A000885338"",""2019-03-04T00:00:00.000"",""2019"",""3"",""lunes"",""CON HERIDOS"""
"720,""A000885335"",""2019-03-04T00:00:00.000"",""2019"",""3"",""lunes"",""CON HERIDOS"""
"721,""A000885351"",""2019-03-04T00:00:00.000"",""2019"",""3"",""lunes"",""CON HERIDOS"""
"722,""A000885334"",""2019-03-04T00:00:00.000"",""2019"",""3"",""lunes"",""SOLO DAÑOS"""
"723,""A000885327"",""2019-03-04T00:00:00.000"",""2019"",""3"",""lunes"",""SOLO DAÑOS"""
"724,""A000885337"",""2019-03-04T00:00:00.000"",""2019"",""3"",""lunes"",""SOLO DAÑOS"""
"725,""A000885346"",""2019-03-04T00:00:00.000"",""2019"",""3"",""lunes"",""SOLO DAÑOS"""
"726,""A000885450"",""2019-03-04T00:00:00.000"",""2019"",""3"",""lunes"",""CON MUERTOS"""
"727,""A000885355"",""2019-03-05T00:00:00.000"",""2019"",""3"",""martes"",""CON HERIDOS"""
"728,""A000885329"",""2019-03-05T00:00:00.000"",""2019"",""3"",""martes"",""CON HERIDOS"""
"729,""A000885350"",""2019-03-05T00:00:00.000"",""2019"",""3"",""martes"",""SOLO DAÑOS"""
"730,""A000885359"",""2019-03-05T00:00:00.000"",""2019"",""3"",""martes"",""CON HERIDOS"""
"731,""A000885342"",""2019-03-05T00:00:00.000"",""2019"",""3"",""martes"",""SOLO DAÑOS"""
"732,""A000885340"",""2019-03-05T00:00:00.000"",""2019"",""3"",""martes"",""SOLO DAÑOS"""
"733,""A000885349"",""2019-03-05T00:00:00.000"",""2019"",""3"",""martes"",""CON HERIDOS"""
"734,""A000885341"",""2019-03-05T00:00:00.000"",""2019"",""3"",""martes"",""SOLO DAÑOS"""
"735,""A000885348"",""2019-03-06T00:00:00.000"",""2019"",""3"",""miércoles"",""SOLO DAÑOS"""
"736,""A000885365"",""2019-03-06T00:00:00.000"",""2019"",""3"",""miércoles"",""SOLO DAÑOS"""
"737,""A000885328"",""2019-03-06T00:00:00.000"",""2019"",""3"",""miércoles"",""CON HERIDOS"""
"738,""A000885339"",""2019-03-06T00:00:00.000"",""2019"",""3"",""miércoles"",""SOLO DAÑOS"""
"739,""A000575924"",""2019-03-14T00:00:00.000"",""2019"",""3"",""jueves"",""CON HERIDOS"""
"740,""A000885395"",""2019-04-01T00:00:00.000"",""2019"",""4"",""lunes"",""CON HERIDOS"""
"741,""A000885386"",""2019-04-01T00:00:00.000"",""2019"",""4"",""lunes"",""SOLO DAÑOS"""
"742,""A000885387"",""2019-04-01T00:00:00.000"",""2019"",""4"",""lunes"",""CON HERIDOS"""
"743,""A000885388"",""2019-04-01T00:00:00.000"",""2019"",""4"",""lunes"",""SOLO DAÑOS"""
"744,""A000885369"",""2019-04-01T00:00:00.000"",""2019"",""4"",""lunes"",""CON HERIDOS"""
"745,""A000885368"",""2019-04-01T00:00:00.000"",""2019"",""4"",""lunes"",""CON HERIDOS"""
"746,""A000885371"",""2019-04-01T00:00:00.000"",""2019"",""4"",""lunes"",""SOLO DAÑOS"""
"747,""A000885343"",""2019-04-01T00:00:00.000"",""2019"",""4"",""lunes"",""CON HERIDOS"""
"748,""A000885370"",""2019-04-01T00:00:00.000"",""2019"",""4"",""lunes"",""CON HERIDOS"""
"749,""A000885380"",""2019-04-01T00:00:00.000"",""2019"",""4"",""lunes"",""SOLO DAÑOS"""
"750,""A000885375"",""2019-04-01T00:00:00.000"",""2019"",""4"",""lunes"",""CON HERIDOS"""
"751,""A000885381"",""2019-04-01T00:00:00.000"",""2019"",""4"",""lunes"",""SOLO DAÑOS"""
"752,""A000885352"",""2019-04-02T00:00:00.000"",""2019"",""4"",""martes"",""CON HERIDOS"""
"753,""A000885385"",""2019-04-02T00:00:00.000"",""2019"",""4"",""martes"",""SOLO DAÑOS"""
"754,""A000885382"",""2019-04-02T00:00:00.000"",""2019"",""4"",""martes"",""SOLO DAÑOS"""
"755,""A000885391"",""2019-04-02T00:00:00.000"",""2019"",""4"",""martes"",""SOLO DAÑOS"""
"756,""A000885356"",""2019-04-02T00:00:00.000"",""2019"",""4"",""martes"",""CON HERIDOS"""
