"RADICADO,""FECHA 1"",""HORA"",""DÍA DE LA SEMANA"",""CLASE"",""DIRECCIÓN"",""GRAVEDAD"",""BARRIO"",""DISEÑO"""
"3.059,""2003-02-15"",""6:35:00"",""SABADO"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""DESCONOCIDO"",""INTERSECCION"""
"3.060,""2003-05-16"",""7:20:00"",""VIERNES"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""DESCONOCIDO"",""TRAMO DE VIA"""
"3.061,""2003-02-16"",""8:00:00"",""DOMINGO"",""OTRO"",""SIN INFORMACION"",""HERIDOS"",""ALTO DE MINAS"",""SIN INFORMACION"""
"3.062,""2003-02-16"",""7:10:00"",""DOMINGO"",""OTRO"",""SIN INFORMACION"",""HERIDOS"",""LA VALERIA"",""TRAMO DE VIA"""
"3.063,""2003-02-16"",""1:30:00"",""DOMINGO"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""DESCONOCIDO"",""TRAMO DE VIA"""
"3.064,""2003-02-17"",""6:00:00"",""LUNES"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""DESCONOCIDO"",""TRAMO DE VIA"""
"3.065,""2003-02-17"",""8:10:00"",""LUNES"",""ATROPELLO"",""SIN INFORMACION"",""HERIDOS"",""BELLAVISTA"",""SIN INFORMACION"""
"3.066,""2003-02-17"",""8:00:00"",""LUNES"",""OTRO"",""SIN INFORMACION"",""HERIDOS"",""LA MIEL"",""TRAMO DE VIA"""
"3.067,""2003-02-20"",""6:40:00"",""JUEVES"",""CHOQUE"",""SIN INFORMACION"",""HERIDOS"",""TRICENTENARIO"",""SIN INFORMACION"""
"3.068,""2003-02-20"",""6:00:00"",""JUEVES"",""CHOQUE"",""SIN INFORMACION"",""HERIDOS"",""DESCONOCIDO"",""INTERSECCION"""
"3.069,""2003-02-21"",""12:45:00"",""VIERNES"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""DESCONOCIDO"",""INTERSECCION"""
"3.070,""2003-02-21"",""3:20:00"",""VIERNES"",""ATROPELLO"",""SIN INFORMACION"",""HERIDOS"",""DESCONOCIDO"",""SIN INFORMACION"""
"3.071,""2003-02-22"",""1:30:00"",""SABADO"",""CHOQUE"",""SIN INFORMACION"",""HERIDOS"",""DESCONOCIDO"",""INTERSECCION"""
"3.072,""2003-02-23"",""4:10:00"",""DOMINGO"",""ATROPELLO"",""SIN INFORMACION"",""HERIDOS"",""SALINAS"",""TRAMO DE VIA"""
"3.073,""2003-02-23"",""9:00:00"",""DOMINGO"",""OTRO"",""SIN INFORMACION"",""HERIDOS"",""PRIMAVERA"",""SIN INFORMACION"""
"3.074,""2003-02-24"",""2:50:00"",""LUNES"",""ATROPELLO"",""SIN INFORMACION"",""HERIDOS"",""DESCONOCIDO"",""PASO ELEVADO"""
"3.075,""2003-02-25"",""7:00:00"",""MARTES"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""DESCONOCIDO"",""TRAMO DE VIA"""
"3.076,""2003-02-26"",""1:00:00"",""MIERCOLES"",""ATROPELLO"",""SIN INFORMACION"",""HERIDOS"",""DESCONOCIDO"",""INTERSECCION"""
"3.077,""2003-02-27"",""3:20:00"",""JUEVES"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""DESCONOCIDO"",""TRAMO DE VIA"""
"3.078,""2003-02-28"",""9:30:00"",""VIERNES"",""ATROPELLO"",""SIN INFORMACION"",""HERIDOS"",""DESCONOCIDO"",""TRAMO DE VIA"""
"3.079,""2003-02-28"",""9:50:00"",""VIERNES"",""CHOQUE"",""SIN INFORMACION"",""HERIDOS"",""LA CORRALITA"",""TRAMO DE VIA"""
"3.080,""2003-03-02"",""9:30:00"",""DOMINGO"",""CHOQUE"",""SIN INFORMACION"",""HERIDOS"",""LA VARIANTE"",""SIN INFORMACION"""
"3.081,""2003-03-02"",""9:40:00"",""DOMINGO"",""CHOQUE"",""SIN INFORMACION"",""HERIDOS"",""DESCONOCIDO"",""TRAMO DE VIA"""
"3.082,""2003-03-02"",""4:20:00"",""DOMINGO"",""ATROPELLO"",""SIN INFORMACION"",""HERIDOS"",""BELLAVISTA"",""TRAMO DE VIA"""
"3.083,""2003-03-02"",""11:40:00"",""DOMINGO"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""DESCONOCIDO"",""INTERSECCION"""
"3.084,""2003-03-03"",""9:50:00"",""LUNES"",""OTRO"",""SIN INFORMACION"",""HERIDOS"",""LA VARIANTE"",""TRAMO DE VIA"""
"3.085,""2003-03-05"",""11:45:00"",""MIERCOLES"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""DESCONOCIDO"",""INTERSECCION"""
"3.086,""2003-03-06"",""7:00:00"",""JUEVES"",""CAIDA OCUPANTE"",""SIN INFORMACION"",""HERIDOS"",""DESCONOCIDO"",""TRAMO DE VIA"""
"3.087,""2003-03-07"",""11:50:00"",""VIERNES"",""OTRO"",""SIN INFORMACION"",""HERIDOS"",""LA MANSIÓN"",""SIN INFORMACION"""
"3.088,""2003-03-07"",""8:20:00"",""VIERNES"",""ATROPELLO"",""SIN INFORMACION"",""HERIDOS"",""DESCONOCIDO"",""SIN INFORMACION"""
"3.089,""2003-03-07"",""12:15:00"",""VIERNES"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""DESCONOCIDO"",""INTERSECCION"""
"3.090,""2003-03-08"",""1:00:00"",""SABADO"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""DESCONOCIDO"",""TRAMO DE VIA"""
"3.091,""2003-03-09"",""5:45:00"",""DOMINGO"",""OTRO"",""SIN INFORMACION"",""HERIDOS"",""EL RAIZAL"",""TRAMO DE VIA"""
"3.092,""2003-03-09"",""6:00:00"",""DOMINGO"",""CHOQUE"",""SIN INFORMACION"",""HERIDOS"",""DESCONOCIDO"",""TRAMO DE VIA"""
"3.093,""2003-03-10"",""4:30:00"",""LUNES"",""ATROPELLO"",""SIN INFORMACION"",""HERIDOS"",""DESCONOCIDO"",""SIN INFORMACION"""
"3.094,""2003-03-10"",""10:35:00"",""LUNES"",""CHOQUE"",""SIN INFORMACION"",""HERIDOS"",""PRIMAVERA"",""TRAMO DE VIA"""
"3.095,""2003-03-10"",""4:15:00"",""LUNES"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""DESCONOCIDO"",""TRAMO DE VIA"""
"3.096,""2003-03-10"",""10:20:00"",""LUNES"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""DESCONOCIDO"",""INTERSECCION"""
"3.097,""2003-03-12"",""10:00:00"",""MIERCOLES"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""DESCONOCIDO"",""TRAMO DE VIA"""
"3.098,""2003-03-14"",""3:10:00"",""VIERNES"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""LA VARIANTE"",""TRAMO DE VIA"""
"3.099,""2003-03-14"",""10:40:00"",""VIERNES"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""PRIMAVERA"",""TRAMO DE VIA"""
"3.100,""2003-03-15"",""1:30:00"",""SABADO"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""LA INMACULADA"",""INTERSECCION"""
"3.101,""2003-03-16"",""4:00:00"",""DOMINGO"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""DESCONOCIDO"",""INTERSECCION"""
"3.102,""2003-03-18"",""5:30:00"",""MARTES"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""PRIMAVERA"",""TRAMO DE VIA"""
"3.103,""2003-03-18"",""5:20:00"",""MARTES"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""LA RIVERA"",""TRAMO DE VIA"""
"3.104,""2003-03-19"",""9:40:00"",""MIERCOLES"",""CHOQUE"",""SIN INFORMACION"",""HERIDOS"",""BELLAVISTA"",""TRAMO DE VIA"""
"3.105,""2003-03-19"",""5:40:00"",""MIERCOLES"",""CHOQUE"",""SIN INFORMACION"",""HERIDOS"",""DESCONOCIDO"",""TRAMO DE VIA"""
"3.106,""2003-03-21"",""3:00:00"",""VIERNES"",""OTRO"",""SIN INFORMACION"",""HERIDOS"",""LA RAYA"",""TRAMO DE VIA"""
"3.107,""2003-03-22"",""7:30:00"",""SABADO"",""CHOQUE"",""SIN INFORMACION"",""HERIDOS"",""PARQUE CARRUSEL"",""TRAMO DE VIA"""
"3.108,""2003-03-22"",""2:20:00"",""SABADO"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""DESCONOCIDO"",""INTERSECCION"""
"3.109,""2003-03-22"",""2:50:00"",""SABADO"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""DESCONOCIDO"",""TRAMO DE VIA"""
"3.110,""2003-03-23"",""1:30:00"",""DOMINGO"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""DESCONOCIDO"",""TRAMO DE VIA"""
"3.111,""2003-03-25"",""7:30:00"",""MARTES"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""DESCONOCIDO"",""TRAMO DE VIA"""
"3.112,""2003-03-25"",""6:00:00"",""MARTES"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""DESCONOCIDO"",""TRAMO DE VIA"""
"3.113,""2003-03-26"",""4:40:00"",""MIERCOLES"",""CHOQUE"",""SIN INFORMACION"",""HERIDOS"",""LA RAYA"",""TRAMO DE VIA"""
"3.114,""2003-03-30"",""4:50:00"",""DOMINGO"",""CHOQUE"",""SIN INFORMACION"",""HERIDOS"",""PARQUE CARRUSEL"",""TRAMO DE VIA"""
"3.115,""2003-03-30"",""9:00:00"",""DOMINGO"",""CHOQUE"",""SIN INFORMACION"",""HERIDOS"",""DESCONOCIDO"",""SIN INFORMACION"""
"3.116,""2003-03-30"",""4:00:00"",""DOMINGO"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""DESCONOCIDO"",""TRAMO DE VIA"""
"3.117,""2003-04-04"",""11:00:00"",""VIERNES"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""DESCONOCIDO"",""SIN INFORMACION"""
"3.118,""2003-04-15"",""4:20:00"",""MARTES"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""DESCONOCIDO"",""TRAMO DE VIA"""
"3.119,""2003-04-16"",""9:00:00"",""MIERCOLES"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""PRIMAVERA"",""TRAMO DE VIA"""
"3.120,""2003-04-05"",""12:50:00"",""SABADO"",""CAIDA OCUPANTE"",""SIN INFORMACION"",""HERIDOS"",""DESCONOCIDO"",""SIN INFORMACION"""
"3.121,""2003-04-19"",""11:00:00"",""SABADO"",""VOLCAMIENTO"",""SIN INFORMACION"",""HERIDOS"",""LA RAYA"",""TRAMO DE VIA"""
"3.122,""2003-04-06"",""9:00:00"",""DOMINGO"",""VOLCAMIENTO"",""SIN INFORMACION"",""HERIDOS"",""DESCONOCIDO"",""SIN INFORMACION"""
"3.123,""2003-04-20"",""10:00:00"",""DOMINGO"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""PRIMAVERA"",""TRAMO DE VIA"""
"3.125,""2003-04-16"",""10:00:00"",""MIERCOLES"",""ATROPELLO"",""SIN INFORMACION"",""HERIDOS"",""DESCONOCIDO"",""TRAMO DE VIA"""
"3.126,""2003-04-06"",""10:00:00"",""DOMINGO"",""CHOQUE"",""SIN INFORMACION"",""HERIDOS"",""LA VARIANTE"",""SIN INFORMACION"""
"3.127,""2003-04-07"",""12:35:00"",""LUNES"",""VOLCAMIENTO"",""SIN INFORMACION"",""HERIDOS"",""DESCONOCIDO"",""SIN INFORMACION"""
"3.128,""2003-04-21"",""11:10:00"",""LUNES"",""CHOQUE"",""SIN INFORMACION"",""HERIDOS"",""EL SESENTA"",""TRAMO DE VIA"""
"3.129,""2003-04-07"",""5:30:00"",""LUNES"",""ATROPELLO"",""SIN INFORMACION"",""HERIDOS"",""PRIMAVERA"",""SIN INFORMACION"""
"3.130,""2003-04-08"",""8:00:00"",""MARTES"",""VOLCAMIENTO"",""SIN INFORMACION"",""HERIDOS"",""LA VARIANTE"",""SIN INFORMACION"""
"3.131,""2003-04-09"",""6:00:00"",""MIERCOLES"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""DESCONOCIDO"",""TRAMO DE VIA"""
"3.132,""2003-04-22"",""8:20:00"",""MARTES"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""DESCONOCIDO"",""INTERSECCION"""
"3.133,""2003-04-09"",""7:50:00"",""MIERCOLES"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""DESCONOCIDO"",""TRAMO DE VIA"""
"3.134,""2003-04-23"",""6:20:00"",""MIERCOLES"",""VOLCAMIENTO"",""SIN INFORMACION"",""HERIDOS"",""LA RAYA"",""TRAMO DE VIA"""
"3.135,""2003-04-24"",""10:00:00"",""JUEVES"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""DESCONOCIDO"",""TRAMO DE VIA"""
"3.136,""2003-04-10"",""2:20:00"",""JUEVES"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""DESCONOCIDO"",""TRAMO DE VIA"""
"3.137,""2003-04-25"",""11:20:00"",""VIERNES"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""BELLAVISTA"",""TRAMO DE VIA"""
"3.138,""2003-04-25"",""6:30:00"",""VIERNES"",""ATROPELLO"",""SIN INFORMACION"",""HERIDOS"",""LA VARIANTE"",""INTERSECCION"""
"3.139,""2003-04-27"",""11:00:00"",""DOMINGO"",""ATROPELLO"",""SIN INFORMACION"",""HERIDOS"",""DESCONOCIDO"",""SIN INFORMACION"""
"3.140,""2003-04-10"",""10:30:00"",""JUEVES"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""ALTO DE MINAS"",""TRAMO DE VIA"""
"3.141,""2003-04-12"",""6:10:00"",""SABADO"",""ATROPELLO"",""SIN INFORMACION"",""HERIDOS"",""LA VARIANTE"",""SIN INFORMACION"""
"3.142,""2003-04-13"",""6:30:00"",""DOMINGO"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""DESCONOCIDO"",""LOTE O PREDIO"""
"3.143,""2003-04-13"",""6:20:00"",""DOMINGO"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""DESCONOCIDO"",""TRAMO DE VIA"""
"3.144,""2003-04-27"",""11:00:00"",""DOMINGO"",""CHOQUE"",""SIN INFORMACION"",""HERIDOS"",""DESCONOCIDO"",""TRAMO DE VIA"""
"3.145,""2003-04-13"",""3:15:00"",""DOMINGO"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""DESCONOCIDO"",""INTERSECCION"""
"3.146,""2003-04-27"",""6:00:00"",""DOMINGO"",""VOLCAMIENTO"",""SIN INFORMACION"",""HERIDOS"",""DESCONOCIDO"",""SIN INFORMACION"""
"3.147,""2003-04-13"",""3:00:00"",""DOMINGO"",""CHOQUE"",""SIN INFORMACION"",""HERIDOS"",""DESCONOCIDO"",""SIN INFORMACION"""
"3.148,""2003-04-28"",""6:40:00"",""LUNES"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""DESCONOCIDO"",""TRAMO DE VIA"""
"3.149,""2003-04-29"",""12:15:00"",""MARTES"",""CHOQUE"",""SIN INFORMACION"",""HERIDOS"",""PRIMAVERA"",""INTERSECCION"""
"3.150,""2003-04-30"",""11:15:00"",""MIERCOLES"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""PARQUE LA LOCERIA"",""TRAMO DE VIA"""
"3.151,""2003-05-01"",""10:30:00"",""JUEVES"",""CHOQUE"",""SIN INFORMACION"",""HERIDOS"",""DESCONOCIDO"",""TRAMO DE VIA"""
"3.152,""2003-05-02"",""9:30:00"",""VIERNES"",""CHOQUE"",""SIN INFORMACION"",""HERIDOS"",""DESCONOCIDO"",""TRAMO DE VIA"""
"3.153,""2003-05-06"",""9:00:00"",""MARTES"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""DESCONOCIDO"",""TRAMO DE VIA"""
"3.154,""2003-05-08"",""1:50:00"",""JUEVES"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""LA VARIANTE"",""TRAMO DE VIA"""
"3.155,""2003-05-08"",""6:00:00"",""JUEVES"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""DESCONOCIDO"",""TRAMO DE VIA"""
"3.156,""2003-05-11"",""6:00:00"",""DOMINGO"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""PRIMAVERA"",""TRAMO DE VIA"""
"3.157,""2003-05-12"",""7:00:00"",""LUNES"",""VOLCAMIENTO"",""SIN INFORMACION"",""HERIDOS"",""DESCONOCIDO"",""SIN INFORMACION"""
"3.158,""2003-05-13"",""11:45:00"",""MARTES"",""CAIDA OCUPANTE"",""SIN INFORMACION"",""HERIDOS"",""DESCONOCIDO"",""SIN INFORMACION"""
"3.159,""2003-05-13"",""10:40:00"",""MARTES"",""CHOQUE"",""SIN INFORMACION"",""HERIDOS"",""LA VARIANTE"",""TRAMO DE VIA"""
"3.160,""2003-05-13"",""3:50:00"",""MARTES"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""LA VARIANTE"",""INTERSECCION"""
"3.161,""2003-05-13"",""6:50:00"",""MARTES"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""DESCONOCIDO"",""INTERSECCION"""
"3.162,""2003-05-13"",""2:00:00"",""MARTES"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""LA RAYA"",""TRAMO DE VIA"""
"3.163,""2003-05-14"",""12:00:00"",""MIERCOLES"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""DESCONOCIDO"",""INTERSECCION"""
"3.164,""2003-05-15"",""10:00:00"",""JUEVES"",""CAIDA OCUPANTE"",""SIN INFORMACION"",""HERIDOS"",""DESCONOCIDO"",""SIN INFORMACION"""
"3.165,""2003-05-17"",""5:00:00"",""SABADO"",""CAIDA OCUPANTE"",""SIN INFORMACION"",""HERIDOS"",""PRIMAVERA"",""TRAMO DE VIA"""
"3.166,""2003-05-18"",""7:00:00"",""DOMINGO"",""CHOQUE"",""SIN INFORMACION"",""HERIDOS"",""LA TOLVA"",""SIN INFORMACION"""
"3.167,""2003-05-18"",""11:50:00"",""DOMINGO"",""CHOQUE"",""SIN INFORMACION"",""HERIDOS"",""BELLAVISTA"",""SIN INFORMACION"""
"3.168,""2003-05-18"",""7:30:00"",""DOMINGO"",""ATROPELLO"",""SIN INFORMACION"",""MUERTOS"",""DESCONOCIDO"",""SIN INFORMACION"""
"3.169,""2003-05-21"",""9:30:00"",""MIERCOLES"",""CHOQUE"",""SIN INFORMACION"",""HERIDOS"",""DESCONOCIDO"",""TRAMO DE VIA"""
"3.170,""2003-05-21"",""3:20:00"",""MIERCOLES"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""PRIMAVERA"",""LOTE O PREDIO"""
"3.171,""2003-05-24"",""9:30:00"",""SABADO"",""ATROPELLO"",""SIN INFORMACION"",""HERIDOS"",""ANDA LUCIA"",""TRAMO DE VIA"""
"3.172,""2003-05-24"",""4:00:00"",""SABADO"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""DESCONOCIDO"",""TRAMO DE VIA"""
"3.173,""2003-05-24"",""10:40:00"",""SABADO"",""ATROPELLO"",""SIN INFORMACION"",""MUERTOS"",""ANDA LUCIA"",""TRAMO DE VIA"""
"3.174,""2003-05-25"",""1:00:00"",""DOMINGO"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""DESCONOCIDO"",""INTERSECCION"""
"3.175,""2003-05-26"",""8:00:00"",""LUNES"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""DESCONOCIDO"",""TRAMO DE VIA"""
"3.176,""2003-05-27"",""9:10:00"",""MARTES"",""ATROPELLO"",""SIN INFORMACION"",""HERIDOS"",""DESCONOCIDO"",""TRAMO DE VIA"""
"3.177,""2003-05-29"",""11:00:00"",""JUEVES"",""ATROPELLO"",""SIN INFORMACION"",""HERIDOS"",""DESCONOCIDO"",""TRAMO DE VIA"""
"3.178,""2003-05-30"",""8:20:00"",""VIERNES"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""LA VARIANTE"",""TRAMO DE VIA"""
"3.179,""2003-05-30"",""9:00:00"",""VIERNES"",""ATROPELLO"",""SIN INFORMACION"",""HERIDOS"",""DESCONOCIDO"",""TRAMO DE VIA"""
"3.180,""2003-05-30"",""5:30:00"",""VIERNES"",""VOLCAMIENTO"",""SIN INFORMACION"",""HERIDOS"",""LA VARIANTE"",""TRAMO DE VIA"""
"3.181,""2003-05-31"",""9:00:00"",""SABADO"",""VOLCAMIENTO"",""SIN INFORMACION"",""HERIDOS"",""DESCONOCIDO"",""SIN INFORMACION"""
"3.182,""2003-06-01"",""8:00:00"",""DOMINGO"",""VOLCAMIENTO"",""SIN INFORMACION"",""HERIDOS"",""DESCONOCIDO"",""TRAMO DE VIA"""
"3.183,""2003-06-01"",""7:20:00"",""DOMINGO"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""DESCONOCIDO"",""TRAMO DE VIA"""
"3.184,""2003-06-07"",""1:30:00"",""SABADO"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""DESCONOCIDO"",""INTERSECCION"""
"3.185,""2003-06-07"",""12:00:00"",""SABADO"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""DESCONOCIDO"",""TRAMO DE VIA"""
"3.186,""2003-06-07"",""12:15:00"",""SABADO"",""ATROPELLO"",""SIN INFORMACION"",""HERIDOS"",""DESCONOCIDO"",""TRAMO DE VIA"""
"3.187,""2003-06-07"",""2:55:00"",""SABADO"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""DESCONOCIDO"",""TRAMO DE VIA"""
"3.188,""2003-06-08"",""5:20:00"",""DOMINGO"",""ATROPELLO"",""SIN INFORMACION"",""HERIDOS"",""LA RAYA"",""SIN INFORMACION"""
"3.189,""2003-06-10"",""7:40:00"",""MARTES"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""DESCONOCIDO"",""TRAMO DE VIA"""
"3.190,""2003-06-10"",""3:50:00"",""MARTES"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""DESCONOCIDO"",""INTERSECCION"""
"3.191,""2003-06-10"",""1:00:00"",""MARTES"",""CHOQUE"",""SIN INFORMACION"",""HERIDOS"",""ANDA LUCIA"",""SIN INFORMACION"""
"3.192,""2003-06-10"",""1:00:00"",""MARTES"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""DESCONOCIDO"",""TRAMO DE VIA"""
"3.193,""2003-06-12"",""10:10:00"",""JUEVES"",""ATROPELLO"",""SIN INFORMACION"",""HERIDOS"",""DESCONOCIDO"",""SIN INFORMACION"""
"3.195,""2003-06-13"",""2:50:00"",""VIERNES"",""CAIDA OCUPANTE"",""SIN INFORMACION"",""HERIDOS"",""DESCONOCIDO"",""TRAMO DE VIA"""
"3.196,""2003-06-13"",""1:30:00"",""VIERNES"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""DESCONOCIDO"",""TRAMO DE VIA"""
"3.197,""2003-06-15"",""8:20:00"",""DOMINGO"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""DESCONOCIDO"",""INTERSECCION"""
"3.198,""2003-06-15"",""1:00:00"",""DOMINGO"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""DESCONOCIDO"",""TRAMO DE VIA"""
"3.199,""2003-06-15"",""10:10:00"",""DOMINGO"",""CHOQUE"",""SIN INFORMACION"",""HERIDOS"",""LA INMACULADA"",""SIN INFORMACION"""
"3.200,""2003-06-16"",""7:30:00"",""LUNES"",""ATROPELLO"",""SIN INFORMACION"",""HERIDOS"",""DESCONOCIDO"",""INTERSECCION"""
"3.201,""2003-06-16"",""10:00:00"",""LUNES"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""DESCONOCIDO"",""TRAMO DE VIA"""
"3.202,""2003-06-19"",""10:00:00"",""JUEVES"",""VOLCAMIENTO"",""SIN INFORMACION"",""HERIDOS"",""DESCONOCIDO"",""SIN INFORMACION"""
"3.203,""2003-06-21"",""6:00:00"",""SABADO"",""VOLCAMIENTO"",""SIN INFORMACION"",""HERIDOS"",""LA RAYA"",""SIN INFORMACION"""
"3.204,""2003-06-21"",""5:30:00"",""SABADO"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""LA VARIANTE"",""TRAMO DE VIA"""
"3.205,""2003-06-22"",""8:50:00"",""DOMINGO"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""LA VARIANTE"",""TRAMO DE VIA"""
"3.206,""2003-05-23"",""9:00:00"",""VIERNES"",""OTRO"",""SIN INFORMACION"",""HERIDOS"",""DESCONOCIDO"",""INTERSECCION"""
"3.207,""2003-06-23"",""11:15:00"",""LUNES"",""CAIDA OCUPANTE"",""SIN INFORMACION"",""HERIDOS"",""DESCONOCIDO"",""INTERSECCION"""
"3.208,""2003-06-26"",""11:00:00"",""JUEVES"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""DESCONOCIDO"",""TRAMO DE VIA"""
"3.209,""2003-06-22"",""10:00:00"",""DOMINGO"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""DESCONOCIDO"",""TRAMO DE VIA"""
"3.210,""2003-06-25"",""10:00:00"",""MIERCOLES"",""CAIDA OCUPANTE"",""SIN INFORMACION"",""HERIDOS"",""DESCONOCIDO"",""TRAMO DE VIA"""
"3.211,""2003-06-27"",""12:40:00"",""VIERNES"",""CHOQUE"",""SIN INFORMACION"",""HERIDOS"",""BELLAVISTA"",""SIN INFORMACION"""
"3.212,""2003-06-29"",""3:30:00"",""DOMINGO"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""DESCONOCIDO"",""TRAMO DE VIA"""
"3.213,""2003-06-29"",""3:00:00"",""DOMINGO"",""CHOQUE"",""SIN INFORMACION"",""HERIDOS"",""DESCONOCIDO"",""TRAMO DE VIA"""
"3.214,""2003-06-30"",""1:20:00"",""LUNES"",""CAIDA OCUPANTE"",""SIN INFORMACION"",""HERIDOS"",""PRIMAVERA"",""TRAMO DE VIA"""
"3.215,""2003-06-02"",""2:45:00"",""LUNES"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""PRIMAVERA"",""TRAMO DE VIA"""
"3.216,""2003-06-02"",""9:30:00"",""LUNES"",""CHOQUE"",""SIN INFORMACION"",""HERIDOS"",""DESCONOCIDO"",""TRAMO DE VIA"""
"3.217,""2003-06-02"",""7:50:00"",""LUNES"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""TRICENTENARIO"",""LOTE O PREDIO"""
"3.218,""2003-06-04"",""12:30:00"",""MIERCOLES"",""OTRO"",""SIN INFORMACION"",""HERIDOS"",""DESCONOCIDO"",""SIN INFORMACION"""
"3.219,""2003-06-05"",""10:50:00"",""JUEVES"",""VOLCAMIENTO"",""SIN INFORMACION"",""HERIDOS"",""DESCONOCIDO"",""TRAMO DE VIA"""
"3.220,""2003-06-05"",""3:45:00"",""JUEVES"",""CHOQUE"",""SIN INFORMACION"",""HERIDOS"",""DESCONOCIDO"",""INTERSECCION"""
"3.221,""2003-06-06"",""6:00:00"",""VIERNES"",""CHOQUE"",""SIN INFORMACION"",""HERIDOS"",""LA MIEL"",""TRAMO DE VIA"""
"3.222,""2003-06-06"",""4:15:00"",""VIERNES"",""ATROPELLO"",""SIN INFORMACION"",""HERIDOS"",""LA RAYA"",""TRAMO DE VIA"""
